date,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,vix_close
2024-06-06,22798.599609375,22910.150390625,22642.599609375,22821.400390625,480400,53.84,75.6694,85.2199,-9.5505,23284.9,22529.58,21774.25,415.2022,16.799999237060547
2024-06-07,22821.849609375,23320.19921875,22789.05078125,23290.150390625,473600,59.21,122.8828,92.7524,30.1303,23373.84,22596.21,21818.58,423.4841,16.8799991607666
2024-06-10,23319.150390625,23411.900390625,23227.150390625,23259.19921875,304400,58.72,156.0039,105.4027,50.6012,23444.04,22656.41,21868.77,406.4316,16.399999618530273
2024-06-11,23283.75,23389.44921875,23206.650390625,23264.849609375,305200,58.79,180.6265,120.4475,60.179,23501.78,22714.45,21927.11,390.4579,14.770000457763672
2024-06-12,23344.44921875,23441.94921875,23295.94921875,23322.94921875,295600,59.51,202.494,136.8568,65.6372,23565.36,22769.7,21974.04,375.218,14.390000343322754
2024-06-13,23480.94921875,23481.05078125,23353.900390625,23398.900390625,268300,60.48,223.3777,154.161,69.2168,23625.3,22829.62,22033.94,359.7097,13.489999771118164
2024-06-14,23464.94921875,23490.400390625,23334.25,23465.599609375,223100,61.36,242.5148,171.8317,70.6831,23700.16,22882.71,22065.26,345.1697,12.819999694824219
2024-06-18,23570.80078125,23579.05078125,23499.69921875,23557.900390625,272200,62.6,262.1076,189.8869,72.2207,23782.94,22937.3,22091.65,328.6184,12.970000267028809
2024-06-19,23629.849609375,23664.0,23412.900390625,23516.0,328800,61.63,271.1286,206.1352,64.9933,23847.04,22986.64,22126.25,323.0814,13.710000038146973
2024-06-20,23586.150390625,23624.0,23442.599609375,23567.0,280300,62.39,279.1749,220.7432,58.4317,23912.3,23035.1,22157.91,312.9613,13.350000381469727
2024-06-21,23661.150390625,23667.099609375,23398.19921875,23501.099609375,609900,60.72,277.0405,232.0026,45.0378,23962.46,23061.78,22161.09,309.8141,13.180000305175781
2024-06-24,23382.30078125,23558.099609375,23350.0,23537.849609375,239400,61.34,275.1427,240.6306,34.512,24014.44,23090.81,22167.19,302.5488,14.0600004196167
2024-06-25,23577.099609375,23754.150390625,23562.05078125,23721.30078125,298100,64.38,285.1546,249.5354,35.6191,24092.0,23130.26,22168.52,296.3882,14.3100004196167
2024-06-26,23723.099609375,23889.900390625,23670.44921875,23868.80078125,287800,66.65,301.5154,259.9314,41.584,24187.91,23179.29,22170.67,290.8927,14.050000190734863
2024-06-27,23881.55078125,24087.44921875,23805.400390625,24044.5,515200,69.17,324.9135,272.9278,51.9857,24299.18,23246.28,22193.38,290.261,14.149999618530273
2024-06-28,24085.900390625,24174.0,23985.80078125,24010.599609375,354800,68.1,336.8384,285.7099,51.1284,24364.66,23322.38,22280.09,282.9709,13.800000190734863
